"Cleaning_Date","Original_Records","Records_Removed","Percent_Removed","Duplicates_Removed","Final_Records","Unique_Species","GBIF_Records","iNat_Records","Year_Min","Year_Max"
2025-11-28,23234,172,0.7,5377,17685,441,14765,2920,1981,2025
